
0,aapl.us_26.png,-1,-1,-1
0,aapl.us_39.png,1,1,1
0,aapl.us_52.png,1,-1,-1
0,aapl.us_78.png,1,1,1
0,aapl.us_91.png,1,1,1
0,aapl.us_117.png,-1,-1,1
0,aapl.us_130.png,1,1,1
0,aapl.us_156.png,1,1,1
0,aapl.us_169.png,-1,1,-1
0,aapl.us_182.png,-1,-1,-1
0,aapl.us_208.png,1,-1,-1
0,aapl.us_221.png,1,-1,-1
0,aapl.us_247.png,1,1,1
0,aapl.us_260.png,-1,-1,-1
0,aapl.us_286.png,-1,1,1
0,aapl.us_299.png,1,1,1
0,aapl.us_312.png,1,1,1
0,aapl.us_338.png,-1,1,1
0,aapl.us_351.png,-1,-1,-1
0,aapl.us_377.png,-1,-1,1
0,aapl.us_390.png,1,1,1
0,aapl.us_416.png,-1,-1,-1
0,aapl.us_429.png,-1,-1,-1
0,aapl.us_442.png,1,1,-1
0,aapl.us_468.png,1,1,-1
0,aapl.us_481.png,-1,1,1
0,aapl.us_507.png,-1,-1,1
0,aapl.us_520.png,-1,-1,-1
0,aapl.us_546.png,1,1,1
0,aapl.us_559.png,-1,-1,-1
0,aapl.us_572.png,-1,-1,-1
0,aapl.us_598.png,1,1,1
0,aapl.us_611.png,-1,-1,-1
0,aapl.us_637.png,-1,-1,-1
0,aapl.us_650.png,1,1,1
0,aapl.us_676.png,1,-1,-1
0,aapl.us_689.png,1,1,1
0,aapl.us_702.png,-1,1,1
0,aapl.us_728.png,1,1,1
0,aapl.us_741.png,1,1,1
0,aapl.us_767.png,1,1,1
0,aapl.us_780.png,1,-1,-1
0,aapl.us_806.png,-1,1,1
0,aapl.us_819.png,-1,-1,-1
0,aapl.us_832.png,1,1,1
0,aapl.us_858.png,-1,-1,1
0,aapl.us_871.png,1,1,1
0,aapl.us_897.png,1,-1,-1
0,aapl.us_910.png,1,1,1
0,aapl.us_936.png,-1,-1,-1
0,aapl.us_949.png,1,1,1
0,aapl.us_962.png,-1,-1,-1
0,aapl.us_988.png,1,1,1
0,aapl.us_1001.png,1,-1,-1
0,aapl.us_1027.png,-1,-1,-1
0,aapl.us_1040.png,1,1,-1
0,aapl.us_1066.png,-1,-1,-1
0,aapl.us_1079.png,-1,-1,-1
0,aapl.us_1092.png,-1,1,-1
0,aapl.us_1118.png,-1,-1,-1
0,aapl.us_1131.png,1,-1,-1
0,aapl.us_1157.png,-1,-1,-1
0,aapl.us_1170.png,-1,-1,-1
0,aapl.us_1196.png,1,-1,-1
0,aapl.us_1209.png,-1,-1,-1
0,aapl.us_1222.png,-1,1,1
0,aapl.us_1248.png,-1,-1,-1
0,aapl.us_1261.png,-1,-1,-1
0,aapl.us_1287.png,1,1,1
