 label_table_validation.csv
0,iba.us_26.png,1,1,1
0,iba.us_39.png,1,-1,-1
0,iba.us_52.png,1,-1,-1
0,iba.us_78.png,-1,1,1
0,iba.us_91.png,1,1,1
0,iba.us_117.png,-1,-1,-1
0,iba.us_130.png,1,1,1
0,iba.us_156.png,-1,-1,-1
0,iba.us_169.png,1,1,1
0,iba.us_182.png,-1,1,1
0,iba.us_208.png,1,-1,1
0,iba.us_221.png,1,1,1
0,iba.us_247.png,1,1,1
0,iba.us_260.png,-1,-1,-1
0,iba.us_286.png,1,1,1
0,iba.us_299.png,1,1,1
0,iba.us_312.png,-1,1,1
0,iba.us_338.png,-1,1,-1
0,iba.us_351.png,1,-1,-1
0,iba.us_377.png,1,1,1
0,iba.us_390.png,-1,1,1
0,iba.us_416.png,1,-1,-1
0,iba.us_429.png,-1,-1,-1
0,iba.us_442.png,1,1,1
0,iba.us_468.png,-1,-1,-1
0,iba.us_481.png,1,1,1
0,iba.us_507.png,-1,-1,-1
0,iba.us_520.png,-1,1,1
0,iba.us_546.png,1,1,1
0,iba.us_559.png,1,1,1
0,iba.us_572.png,-1,-1,-1
0,iba.us_598.png,1,1,1
0,iba.us_611.png,-1,-1,-1
0,iba.us_637.png,1,-1,-1
0,iba.us_650.png,1,-1,-1
0,iba.us_676.png,-1,-1,-1
0,iba.us_689.png,1,1,1
0,iba.us_702.png,-1,-1,1
0,iba.us_728.png,-1,-1,-1
0,iba.us_741.png,-1,-1,-1
0,iba.us_767.png,-1,-1,-1
0,iba.us_780.png,-1,-1,-1
0,iba.us_806.png,1,1,-1
0,iba.us_819.png,1,1,1
0,iba.us_832.png,1,1,1
0,iba.us_858.png,-1,-1,1
0,iba.us_871.png,1,-1,1
0,iba.us_897.png,-1,-1,-1
0,iba.us_910.png,-1,-1,-1
0,iba.us_936.png,-1,-1,-1
0,iba.us_949.png,1,1,1
0,iba.us_962.png,1,1,1
0,iba.us_988.png,1,1,1
0,iba.us_1001.png,-1,-1,-1
0,iba.us_1027.png,1,1,1
0,iba.us_1040.png,1,1,1
0,iba.us_1066.png,1,1,1
0,iba.us_1079.png,1,-1,1
0,iba.us_1092.png,-1,-1,-1
0,iba.us_1118.png,1,1,1
0,iba.us_1131.png,-1,-1,1
0,iba.us_1157.png,1,1,1
0,iba.us_1170.png,1,1,1
0,iba.us_1196.png,1,1,1
0,iba.us_1209.png,1,1,1
0,iba.us_1222.png,-1,-1,1
0,iba.us_1248.png,-1,-1,-1
0,iba.us_1261.png,-1,-1,-1
0,iba.us_1287.png,-1,-1,1
0,iba.us_1300.png,1,-1,1
0,iba.us_1326.png,1,1,1
0,iba.us_1339.png,-1,-1,-1
0,iba.us_1352.png,1,-1,1
0,iba.us_1378.png,1,1,1
0,iba.us_1391.png,1,1,1
0,iba.us_1417.png,-1,-1,1
